"HOUSEID","VEHID","VEHYEAR","MAKE","HHVEHCNT","VEHTYPE","VEHFUEL","VEHCOMMERCIAL","VEHCOM_RS","VEHCOM_DEL","VEHCOM_OTH","COMMERCIALFREQ","HHVEHUSETIME_RS","HHVEHUSETIME_DEL","HHVEHUSETIME_OTH","VEHOWNED","WHOMAIN","VEHCASEID","ANNMILES","HYBRID","VEHAGE","VEHOWNMO","NUMADLT","HOMEOWN","RAIL","CENSUS_D","CENSUS_R","HH_HISP","DRVRCNT","CDIVMSAR","HHFAMINC","HH_RACE","HHSIZE","LIF_CYC","MSACAT","MSASIZE","TRAVDAY","URBAN","URBANSIZE","URBRUR","TDAYDATE","WRKCOUNT","STRATUMID","WTHHFIN","WTHHFIN5D","WTHHFIN2D","HHFAMINC_IMP"
"9000077643","01",2019,"30",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900007764301",3000,"02",3,"-1",1,"02","02","09","04","02",1,"94","06","01",1,"09","04","06","04","04","06","02","202205",0,"1038",25999.4212760672,28345.1052446254,0,"06"
"9000077643","02",2016,"12",2,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900007764302",3000,"02",6,"-1",1,"02","02","09","04","02",1,"94","06","01",1,"09","04","06","04","04","06","02","202205",0,"1038",25999.4212760672,28345.1052446254,0,"06"
"9000077652","01",2012,"35",1,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900007765201",5000,"02",10,"-1",2,"02","02","02","01","02",2,"22","04","01",2,"10","02","04","03","02","06","01","202204",0,"1024",16935.6009816534,21143.7426907092,0,"04"
"9000077661","01",2016,"41",1,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900007766101",15000,"02",6,"-1",1,"01","02","04","02","02",1,"43","11","01",1,"01","03","01","02","04","06","02","202204",1,"1028",8613.06192058589,13777.5204109675,0,"11"
"9000077673","01",2019,"49",2,"03","01","01","02","02","01","10","-1","-1","00","02","01","900007767301",21600,"02",3,"05",2,"01","02","04","02","02",2,"44","10","01",2,"02","04","06","04","04","06","02","202205",2,"1028",18405.5101380001,29887.3129101075,0,"10"
"9000077673","02",2013,"18",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900007767302",8000,"02",9,"-1",2,"01","02","04","02","02",2,"44","10","01",2,"02","04","06","04","04","06","02","202205",2,"1028",18405.5101380001,29887.3129101075,0,"10"
"9000077680","01",2021,"12",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","02","01","900007768001",21000,"02",1,"08",2,"01","02","04","02","02",2,"44","11","01",2,"10","04","06","01","04","06","02","202205",2,"1028",4970.71353672552,0,10449.3224235547,"11"
"9000077680","02",2021,"12",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","02","02","900007768002",14000,"02",1,"06",2,"01","02","04","02","02",2,"44","11","01",2,"10","04","06","01","04","06","02","202205",2,"1028",4970.71353672552,0,10449.3224235547,"11"
"9000077683","01",2006,"07",2,"02","01","02","-1","-1","-1","-1","-1","-1","-1","02","02","900007768301",1080,"02",16,"02",2,"02","02","04","02","02",2,"44","04","01",2,"10","04","06","06","04","06","02","202204",1,"1028",8401.78108832096,13027.3990529868,0,"04"
"9000077683","02",2019,"06",2,"02","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900007768302",10000,"02",3,"-1",2,"02","02","04","02","02",2,"44","04","01",2,"10","04","06","06","04","06","02","202204",1,"1028",8401.78108832096,13027.3990529868,0,"04"
"9000077685","01",2008,"20",1,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900007768501",700,"02",14,"-1",1,"03","02","04","02","02",1,"44","02","01",1,"09","04","06","01","04","06","02","202205",0,"1028",9735.98436720467,0,27637.4755947606,"02"
"9000077696","01",2019,"07",2,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900007769601",4000,"02",3,"-1",2,"01","02","08","04","02",2,"83","07","01",4,"06","03","01","05","04","06","02","202207",2,"1036",31255.9028847864,39012.8611657982,0,"07"
"9000077696","02",2013,"07",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900007769602",10000,"02",9,"-1",2,"01","02","08","04","02",2,"83","07","01",4,"06","03","01","05","04","06","02","202207",2,"1036",31255.9028847864,39012.8611657982,0,"07"
"9000077714","01",2018,"12",4,"04","02","02","-1","-1","-1","-1","-1","-1","-1","02","02","900007771401",12000,"02",4,"06",4,"01","02","08","04","02",3,"84","10","01",4,"08","04","06","06","04","06","02","202205",3,"1036",12138.3132209821,15283.2735273437,0,"10"
"9000077714","02",2005,"35",4,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","96","900007771402",10000,"02",17,"-1",4,"01","02","08","04","02",3,"84","10","01",4,"08","04","06","06","04","06","02","202205",3,"1036",12138.3132209821,15283.2735273437,0,"10"
"9000077714","03",2004,"30",4,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900007771403",7000,"02",18,"-1",4,"01","02","08","04","02",3,"84","10","01",4,"08","04","06","06","04","06","02","202205",3,"1036",12138.3132209821,15283.2735273437,0,"10"
"9000077714","04",2002,"02",4,"03","01","02","-1","-1","-1","-1","-1","-1","-1","02","04","900007771404",24000,"02",20,"01",4,"01","02","08","04","02",3,"84","10","01",4,"08","04","06","06","04","06","02","202205",3,"1036",12138.3132209821,15283.2735273437,0,"10"
"9000077731","01",2012,"49",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900007773101",5000,"02",10,"-1",4,"01","02","08","04","02",3,"83","07","01",4,"10","03","02","04","04","06","02","202205",1,"1036",33881.5622497646,39860.8997638188,0,"07"
"9000077731","02",2006,"20",3,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900007773102",7000,"02",16,"-1",4,"01","02","08","04","02",3,"83","07","01",4,"10","03","02","04","04","06","02","202205",1,"1036",33881.5622497646,39860.8997638188,0,"07"
"9000077731","03",2016,"35",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","04","900007773103",2000,"02",6,"-1",4,"01","02","08","04","02",3,"83","07","01",4,"10","03","02","04","04","06","02","202205",1,"1036",33881.5622497646,39860.8997638188,0,"07"
"9000077736","01",2001,"12",3,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900007773601",3000,"02",21,"-1",2,"02","02","08","04","02",2,"83","02","01",2,"10","03","01","03","04","06","02","202204",0,"1036",4056.56985240228,4531.15021440708,0,"02"
"9000077736","02",2017,"02",3,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900007773602",5000,"02",5,"-1",2,"02","02","08","04","02",2,"83","02","01",2,"10","03","01","03","04","06","02","202204",0,"1036",4056.56985240228,4531.15021440708,0,"02"
"9000077736","03",2018,"48",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900007773603",12000,"02",4,"-1",2,"02","02","08","04","02",2,"83","02","01",2,"10","03","01","03","04","06","02","202204",0,"1036",4056.56985240228,4531.15021440708,0,"02"
"9000077749","01",2011,"12",1,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900007774901",6000,"02",11,"-1",1,"01","02","08","04","02",1,"83","05","01",1,"09","03","01","05","04","06","02","202204",0,"1036",20626.6086799807,23149.4737575566,0,"05"
"9000086498","01",2010,"02",2,"03","01","01","02","02","01","10","-1","-1","10","01","01","900008649801",20000,"02",12,"-1",2,"02","02","06","03","02",2,"62","11","01",2,"02","02","04","07","04","06","02","202205",2,"1031",8120.48213059112,0,21379.4819425865,"11"
"9000086498","02",2017,"12",2,"02","01","01","02","02","01","-9","-1","-1","20","01","02","900008649802",18000,"02",5,"-1",2,"02","02","06","03","02",2,"62","11","01",2,"02","02","04","07","04","06","02","202205",2,"1031",8120.48213059112,0,21379.4819425865,"11"
"9000086500","01",2015,"63",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008650001",60000,"02",7,"-1",2,"01","02","03","02","02",2,"32","05","01",4,"04","02","04","06","04","06","02","202205",2,"1026",24916.9123705013,30549.3722039731,0,"05"
"9000086500","02",1996,"07",2,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008650002",40000,"02",26,"-1",2,"01","02","03","02","02",2,"32","05","01",4,"04","02","04","06","04","06","02","202205",2,"1026",24916.9123705013,30549.3722039731,0,"05"
"9000086508","01",2017,"12",1,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008650801",10000,"02",5,"-1",1,"03","02","07","03","02",1,"72","09","03",1,"01","02","05","04","01","05","01","202208",1,"1033",16937.6933781604,25762.4682769896,0,"09"
"9000086516","01",2006,"12",5,"05","01","01","02","02","01","20","-1","-1","00","01","02","900008651601",25000,"02",16,"-1",3,"01","02","03","02","02",3,"33","03","01",4,"08","03","01","01","02","06","01","202205",2,"1025",20868.2901710645,0,70064.6019781998,"03"
"9000086516","02",2005,"19",5,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","03","900008651602",100,"02",17,"-1",3,"01","02","03","02","02",3,"33","03","01",4,"08","03","01","01","02","06","01","202205",2,"1025",20868.2901710645,0,70064.6019781998,"03"
"9000086516","03",2005,"23",5,"03","01","01","02","02","01","00","-1","-1","00","01","02","900008651603",500,"02",17,"-1",3,"01","02","03","02","02",3,"33","03","01",4,"08","03","01","01","02","06","01","202205",2,"1025",20868.2901710645,0,70064.6019781998,"03"
"9000086516","04",2015,"35",5,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008651604",15000,"02",7,"-1",3,"01","02","03","02","02",3,"33","03","01",4,"08","03","01","01","02","06","01","202205",2,"1025",20868.2901710645,0,70064.6019781998,"03"
"9000086516","05",2011,"72",5,"07","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008651605",250,"02",11,"-1",3,"01","02","03","02","02",3,"33","03","01",4,"08","03","01","01","02","06","01","202205",2,"1025",20868.2901710645,0,70064.6019781998,"03"
"9000086538","01",2000,"12",3,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008653801",3300,"02",22,"-1",2,"02","02","07","03","02",1,"72","09","01",2,"10","02","04","02","02","06","01","202205",0,"1034",6048.56785097593,8734.82178513284,0,"09"
"9000086538","02",2015,"20",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008653802",1300,"02",7,"-1",2,"02","02","07","03","02",1,"72","09","01",2,"10","02","04","02","02","06","01","202205",0,"1034",6048.56785097593,8734.82178513284,0,"09"
"9000086538","03",2005,"02",3,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","97","900008653803",100,"02",17,"-1",2,"02","02","07","03","02",1,"72","09","01",2,"10","02","04","02","02","06","01","202205",0,"1034",6048.56785097593,8734.82178513284,0,"09"
"9000086541","01",2000,"52",2,"03","01","01","-9","-9","01","15","-1","-1","15","01","01","900008654101",1000,"02",22,"-1",2,"03","02","07","03","02",2,"73","03","01",2,"02","03","02","01","01","02","01","202205",2,"1033",5514.39307639152,0,19601.5378125632,"03"
"9000086541","02",2003,"35",2,"04","01","02","-1","-1","-1","-1","-1","-1","-1","02","02","900008654102",1600,"02",19,"03",2,"03","02","07","03","02",2,"73","03","01",2,"02","03","02","01","01","02","01","202205",2,"1033",5514.39307639152,0,19601.5378125632,"03"
"9000086548","01",2004,"07",2,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008654801",170000,"02",18,"-1",1,"01","02","09","04","02",1,"93","11","01",1,"01","03","02","05","01","01","01","202205",1,"1037",17368.8000369501,26470.6831611378,0,"11"
"9000086548","02",2007,"12",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","97","900008654802",200000,"02",15,"-1",1,"01","02","09","04","02",1,"93","11","01",1,"01","03","02","05","01","01","01","202205",1,"1037",17368.8000369501,26470.6831611378,0,"11"
"9000086552","01",2003,"06",1,"02","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008655201",5000,"02",19,"-1",3,"03","02","07","03","02",2,"72","03","01",8,"04","02","04","05","01","03","01","202205",0,"1033",37419.8340192173,51358.5464611246,0,"03"
"9000086557","01",2013,"49",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008655701",10000,"02",9,"-1",2,"01","02","07","03","02",2,"72","10","01",2,"10","02","05","01","01","05","01","202205",1,"1033",11685.8896807725,0,37614.6687894109,"10"
"9000086557","02",2015,"49",2,"01","06","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008655702",500,"01",7,"-1",2,"01","02","07","03","02",2,"72","10","01",2,"10","02","05","01","01","05","01","202205",1,"1033",11685.8896807725,0,37614.6687894109,"10"
"9000086585","01",2011,"49",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008658501",7000,"02",11,"-1",2,"01","02","09","04","02",2,"93","06","01",3,"04","03","02","03","02","06","01","202206",1,"1037",13564.601871181,19557.5486780413,0,"06"
"9000086585","02",2004,"48",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008658502",9000,"02",18,"-1",2,"01","02","09","04","02",2,"93","06","01",3,"04","03","02","03","02","06","01","202206",1,"1037",13564.601871181,19557.5486780413,0,"06"
"9000086607","01",2019,"07",2,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008660701",20000,"02",3,"-1",2,"01","01","03","02","02",2,"31","07","02",2,"10","01","05","06","01","04","01","202206",1,"1025",49872.8613612669,72470.987061169,0,"07"
"9000086607","02",2012,"32",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008660702",15000,"02",10,"-1",2,"01","01","03","02","02",2,"31","07","02",2,"10","01","05","06","01","04","01","202206",1,"1025",49872.8613612669,72470.987061169,0,"07"
"9000086609","01",2018,"48",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008660901",10000,"02",4,"-1",2,"02","02","09","04","02",2,"93","10","01",2,"10","03","02","03","01","02","01","202205",0,"1037",12804.4413424784,19549.3192439754,0,"10"
"9000086609","02",2019,"48",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008660902",8000,"02",3,"-1",2,"02","02","09","04","02",2,"93","10","01",2,"10","03","02","03","01","02","01","202205",0,"1037",12804.4413424784,19549.3192439754,0,"10"
"9000086642","01",2008,"32",3,"03","02","01","02","02","01","02","-1","-1","10","01","01","900008664201",10000,"02",14,"-1",2,"01","02","09","04","02",2,"93","08","01",2,"02","03","01","02","02","06","01","202205",0,"1037",17274.6690538339,25672.011994535,0,"08"
"9000086642","02",2004,"49",3,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008664202",7000,"02",18,"-1",2,"01","02","09","04","02",2,"93","08","01",2,"02","03","01","02","02","06","01","202205",0,"1037",17274.6690538339,25672.011994535,0,"08"
"9000086642","03",2008,"98",3,"07","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008664203",100,"02",14,"-1",2,"01","02","09","04","02",2,"93","08","01",2,"02","03","01","02","02","06","01","202205",0,"1037",17274.6690538339,25672.011994535,0,"08"
"9000086649","01",2006,"20",3,"02","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008664901",8000,"02",16,"-1",4,"01","02","07","03","02",4,"72","08","01",5,"04","02","04","01","01","03","01","202205",3,"1033",25062.2599776703,0,81725.2067353076,"08"
"9000086649","02",2011,"49",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","03","900008664902",6000,"02",11,"-1",4,"01","02","07","03","02",4,"72","08","01",5,"04","02","04","01","01","03","01","202205",3,"1033",25062.2599776703,0,81725.2067353076,"08"
"9000086649","03",2017,"58",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","04","900008664903",8000,"02",5,"-1",4,"01","02","07","03","02",4,"72","08","01",5,"04","02","04","01","01","03","01","202205",3,"1033",25062.2599776703,0,81725.2067353076,"08"
"9000086650","01",2004,"49",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008665001",5000,"02",18,"-1",2,"02","01","05","03","02",2,"51","08","01",2,"10","01","05","06","01","04","01","202205",0,"1029",13216.5091588168,19861.1216794031,0,"08"
"9000086650","02",2019,"37",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008665002",4000,"02",3,"-1",2,"02","01","05","03","02",2,"51","08","01",2,"10","01","05","06","01","04","01","202205",0,"1029",13216.5091588168,19861.1216794031,0,"08"
"9000086650","03",2019,"49",3,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008665003",4000,"02",3,"-1",2,"02","01","05","03","02",2,"51","08","01",2,"10","01","05","06","01","04","01","202205",0,"1029",13216.5091588168,19861.1216794031,0,"08"
"9000086686","01",2004,"20",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008668601",9000,"02",18,"-1",2,"01","02","03","02","02",2,"33","08","01",8,"04","03","03","04","01","03","01","202206",1,"1025",19018.9018689423,27388.1322674557,0,"08"
"9000086686","02",2008,"49",2,"02","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008668602",8000,"02",14,"-1",2,"01","02","03","02","02",2,"33","08","01",8,"04","03","03","04","01","03","01","202206",1,"1025",19018.9018689423,27388.1322674557,0,"08"
"9000086701","01",2009,"59",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008670101",4000,"02",13,"-1",2,"02","02","04","02","02",2,"43","07","01",2,"10","03","02","04","01","02","01","202205",0,"1027",40486.1311672708,51364.2274692169,0,"07"
"9000086701","02",2014,"34",2,"01","02","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008670102",67000,"02",8,"-1",2,"02","02","04","02","02",2,"43","07","01",2,"10","03","02","04","01","02","01","202205",0,"1027",40486.1311672708,51364.2274692169,0,"07"
"9000086703","01",2010,"42",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008670301",5000,"02",12,"-1",2,"02","02","07","03","02",2,"72","11","01",2,"10","02","05","06","01","05","01","202206",0,"1033",24338.9801088205,40201.810721676,0,"11"
"9000086703","02",2011,"59",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008670302",4000,"02",11,"-1",2,"02","02","07","03","02",2,"72","11","01",2,"10","02","05","06","01","05","01","202206",0,"1033",24338.9801088205,40201.810721676,0,"11"
"9000086711","01",2018,"51",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008671101",18000,"02",4,"-1",2,"01","01","01","01","02",2,"11","10","01",2,"10","01","05","02","01","04","01","202205",0,"1021",12323.4076743667,16894.6458327162,0,"10"
"9000086711","02",2003,"37",2,"02","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008671102",5000,"02",19,"-1",2,"01","01","01","01","02",2,"11","10","01",2,"10","01","05","02","01","04","01","202205",0,"1021",12323.4076743667,16894.6458327162,0,"10"
"9000086714","01",2014,"55",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008671401",6000,"02",8,"-1",3,"01","01","09","04","02",3,"91","10","03",3,"02","01","05","03","01","04","01","202205",3,"1037",61500.2166350433,83296.8699966432,0,"10"
"9000086714","02",2010,"20",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008671402",8000,"02",12,"-1",3,"01","01","09","04","02",3,"91","10","03",3,"02","01","05","03","01","04","01","202205",3,"1037",61500.2166350433,83296.8699966432,0,"10"
"9000086714","03",2018,"49",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","03","900008671403",4000,"02",4,"-1",3,"01","01","09","04","02",3,"91","10","03",3,"02","01","05","03","01","04","01","202205",3,"1037",61500.2166350433,83296.8699966432,0,"10"
"9000086725","01",2008,"37",1,"01","01","01","02","02","01","06","-1","-1","00","01","01","900008672501",10861,"02",14,"-1",1,"01","02","04","02","02",1,"42","06","02",1,"01","02","04","02","01","05","01","202205",1,"1027",8819.34395683137,10780.6653869822,0,"06"
"9000086726","01",1994,"20",2,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008672601",600,"02",28,"-1",1,"02","02","05","03","02",1,"52","06","01",1,"09","02","04","05","02","06","01","202206",0,"1029",41733.4156728146,57716.9895340365,0,"06"
"9000086726","02",2016,"19",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008672602",6000,"02",6,"-1",1,"02","02","05","03","02",1,"52","06","01",1,"09","02","04","05","02","06","01","202206",0,"1029",41733.4156728146,57716.9895340365,0,"06"
"9000086728","01",2021,"41",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008672801",12000,"02",1,"-1",2,"01","01","09","04","02",2,"91","11","01",4,"06","01","05","06","02","06","01","202205",1,"1037",25718.7389577128,37603.6149943798,0,"11"
"9000086728","02",2015,"37",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008672802",10000,"02",7,"-1",2,"01","01","09","04","02",2,"91","11","01",4,"06","01","05","06","02","06","01","202205",1,"1037",25718.7389577128,37603.6149943798,0,"11"
"9000086738","01",1999,"34",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008673801",2000,"02",23,"-1",2,"01","02","02","01","02",2,"22","08","01",2,"10","02","04","03","01","03","01","202205",1,"1023",12033.8081866149,16735.7721416417,0,"08"
"9000086738","02",2013,"49",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008673802",5000,"02",9,"-1",2,"01","02","02","01","02",2,"22","08","01",2,"10","02","04","03","01","03","01","202205",1,"1023",12033.8081866149,16735.7721416417,0,"08"
"9000086738","03",2020,"48",3,"03","01","01","02","02","01","01","-1","-1","29","01","02","900008673803",1200,"02",2,"-1",2,"01","02","02","01","02",2,"22","08","01",2,"10","02","04","03","01","03","01","202205",1,"1023",12033.8081866149,16735.7721416417,0,"08"
"9000086739","01",2019,"98",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","02","01","900008673901",5400,"02",3,"02",2,"02","01","01","01","02",2,"11","06","01",2,"10","01","05","05","01","01","01","202205",0,"1021",6332.03824827355,8122.92557804451,0,"06"
"9000086739","02",2010,"22",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008673902",2000,"02",12,"-1",2,"02","01","01","01","02",2,"11","06","01",2,"10","01","05","05","01","01","01","202205",0,"1021",6332.03824827355,8122.92557804451,0,"06"
"9000086741","01",2021,"55",2,"03","06","02","-1","-1","-1","-1","-1","-1","-1","02","02","900008674101",17455,"01",1,"11",2,"01","02","04","02","02",3,"43","11","01",4,"06","03","01","07","01","01","01","202206",2,"1027",34864.224656119,0,148131.975308802,"11"
"9000086741","02",2015,"35",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008674102",5000,"02",7,"-1",2,"01","02","04","02","02",3,"43","11","01",4,"06","03","01","07","01","01","01","202206",2,"1027",34864.224656119,0,148131.975308802,"11"
"9000086747","01",2009,"12",2,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008674701",1200,"02",13,"-1",2,"01","02","09","04","02",2,"93","07","01",2,"10","03","01","01","04","06","02","202206",0,"1038",13271.0794661923,0,78138.9236869291,"07"
"9000086747","02",2013,"12",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008674702",1200,"02",9,"-1",2,"01","02","09","04","02",2,"93","07","01",2,"10","03","01","01","04","06","02","202206",0,"1038",13271.0794661923,0,78138.9236869291,"07"
"9000086748","01",2012,"23",5,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008674801",2500,"02",10,"-1",2,"01","01","05","03","02",2,"51","09","01",2,"02","01","05","02","04","06","02","202205",2,"1030",4806.76036286234,6482.21480916287,0,"09"
"9000086748","02",2002,"98",5,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008674802",500,"02",20,"-1",2,"01","01","05","03","02",2,"51","09","01",2,"02","01","05","02","04","06","02","202205",2,"1030",4806.76036286234,6482.21480916287,0,"09"
"9000086748","03",2021,"02",5,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008674803",30000,"02",1,"-1",2,"01","01","05","03","02",2,"51","09","01",2,"02","01","05","02","04","06","02","202205",2,"1030",4806.76036286234,6482.21480916287,0,"09"
"9000086748","04",2003,"72",5,"07","01","02","-1","-1","-1","-1","-1","-1","-1","02","01","900008674804",9000,"02",19,"02",2,"01","01","05","03","02",2,"51","09","01",2,"02","01","05","02","04","06","02","202205",2,"1030",4806.76036286234,6482.21480916287,0,"09"
"9000086748","05",2012,"00",5,"07","01","02","-1","-1","-1","-1","-1","-1","-1","02","01","900008674805",2182,"02",10,"11",2,"01","01","05","03","02",2,"51","09","01",2,"02","01","05","02","04","06","02","202205",2,"1030",4806.76036286234,6482.21480916287,0,"09"
"9000086762","01",2021,"30",2,"03","05","02","-1","-1","-1","-1","-1","-1","-1","02","02","900008676201",8571,"01",1,"07",4,"01","02","09","04","02",3,"92","11","03",6,"04","02","05","04","01","05","01","202205",2,"1037",61152.4275023828,82995.0981304246,0,"11"
"9000086762","02",2011,"59",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","04","900008676202",6000,"02",11,"-1",4,"01","02","09","04","02",3,"92","11","03",6,"04","02","05","04","01","05","01","202205",2,"1037",61152.4275023828,82995.0981304246,0,"11"
"9000086764","01",2005,"49",1,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","97","900008676401",500,"02",17,"-1",1,"03","01","02","01","01",1,"21","07","02",1,"01","01","05","07","01","04","01","202206",1,"1023",55691.5740241293,0,241217.734023884,"07"
"9000086775","01",2014,"49",2,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008677501",157000,"02",8,"-1",2,"01","02","05","03","02",2,"52","10","01",2,"02","02","04","02","01","05","01","202206",2,"1029",7817.07012386558,11976.8445298265,0,"10"
"9000086775","02",2017,"12",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008677502",64000,"02",5,"-1",2,"01","02","05","03","02",2,"52","10","01",2,"02","02","04","02","01","05","01","202206",2,"1029",7817.07012386558,11976.8445298265,0,"10"
"9000086777","01",2021,"02",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","02","01","900008677701",14400,"02",1,"10",2,"01","01","09","04","02",2,"91","11","01",2,"02","01","05","04","01","04","01","202206",2,"1037",15606.3482420319,24584.0656502048,0,"11"
"9000086777","02",2014,"59",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008677702",15000,"02",8,"-1",2,"01","01","09","04","02",2,"91","11","01",2,"02","01","05","04","01","04","01","202206",2,"1037",15606.3482420319,24584.0656502048,0,"11"
"9000086782","01",2007,"00",1,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008678201",500,"02",15,"-1",1,"03","02","03","02","02",1,"33","03","01",1,"01","03","01","02","02","06","01","202205",0,"1025",6420.67587563963,8421.35406748055,0,"03"
"9000086813","01",2007,"34",6,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900008681301",12000,"02",15,"-1",2,"03","01","09","04","02",2,"91","06","01",3,"04","01","05","03","01","04","01","202205",1,"1037",28044.9252021679,40918.6451184837,0,"06"
"9000086813","02",2007,"34",6,"01","01","02","-1","-1","-1","-1","-1","-1","-1","02","02","900008681302",9000,"02",15,"08",2,"03","01","09","04","02",2,"91","06","01",3,"04","01","05","03","01","04","01","202205",1,"1037",28044.9252021679,40918.6451184837,0,"06"
"9000086813","03",2007,"49",6,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008681303",5000,"02",15,"-1",2,"03","01","09","04","02",2,"91","06","01",3,"04","01","05","03","01","04","01","202205",1,"1037",28044.9252021679,40918.6451184837,0,"06"
"9000086813","04",2010,"00",6,"07","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900008681304",1000,"02",12,"-1",2,"03","01","09","04","02",2,"91","06","01",3,"04","01","05","03","01","04","01","202205",1,"1037",28044.9252021679,40918.6451184837,0,"06"
